Origine: nom UO;Bassin de collecte;Acteur: nom UO;Type de transaction;Sous type de transaction;Contenant;Prix de base;Indice;Date prix de base;Date de début;Date de fin
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);465 €;Collecte;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);465 €;Collecte;01/01/2018;01/01/2018;
;Thiers;TRSP - PRAXY CENTRE;Transport;Intervention samedi-Camion Hayon;Tous;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Flour;TRSP - PRAXY CENTRE;Transport;Intervention nuit-Benne;Tous;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Flour;TRSP - PRAXY CENTRE;Transport;Rotation;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Flour;TRSP - PRAXY CENTRE;Transport;Retrait;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Flour;TRSP - PRAXY CENTRE;Transport;Rotation;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Flour;TRSP - PRAXY CENTRE;Transport;Retrait;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Flour;TRSP - PRAXY CENTRE;Transport;Rotation;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Flour;TRSP - PRAXY CENTRE;Transport;Retrait;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Flour;TRSP - PRAXY CENTRE;Transport;Rotation;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Flour;TRSP - PRAXY CENTRE;Transport;Retrait;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Clermont-Ferrand;TRSP - PRAXY CENTRE;Transport;Annulation tardive;Semi Tautliner;190 €;Pas de variation;01/01/2018;01/01/2018;
;Clermont-Ferrand;TRSP - PRAXY CENTRE;Transport;Annulation tardive;Camion grappin;190 €;Pas de variation;01/01/2018;01/01/2018;
;Vendôme;TRSP - CHAVIGNY TRANSPORT;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Vendôme;TRSP - CHAVIGNY TRANSPORT;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Pithiviers;TRSP - SUEZ RV CENTRE OUEST - MONTLOUIS SUR LOIRE;Transport;Aide au chargement;Tous;190 €;Collecte;01/01/2018;01/01/2018;
;Pithiviers;TRSP - SUEZ RV CENTRE OUEST - MONTLOUIS SUR LOIRE;Commercial;Aide au chargement;Tous;190 €;Pas de variation;01/01/2018;01/01/2018;
;Vitry-le-François - Saint-Dizier;TRSP - ONYX EST - BEINE NAUROY;Transport;Passage à vide;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Tarbes - Lourdes;TRSP - VEOLIA PROPRETE MIDI PYRENEES - TARBES;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Reims;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Transport;Passage à vide;Camion hayon 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Reims;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Transport;Passage à vide;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Charleville-Mézières;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Transport;Annulation tardive;bi-benne 30m3 (benne duo, camion remorque);190 €;Pas de variation;01/01/2018;01/01/2018;
;Château-Thierry;TRSP - SUEZ RV IDF - BEAUVAIS;Transport;Annulation tardive;bi-benne 30m3 (benne duo, camion remorque);190 €;Pas de variation;01/01/2018;01/01/2018;
;Maubeuge;TRSP - SUEZ RV - LOURCHES;Transport;Passage à vide;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Montélimar;TRSP - PLANCHER ENVIRONNEMENT;Transport;Rotation;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Montélimar;TRSP - PLANCHER ENVIRONNEMENT;Transport;Retrait;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Montélimar;TRSP - PLANCHER ENVIRONNEMENT;Transport;Depose;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Rotation;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Retrait;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Rotation;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Retrait;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Rotation;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Retrait;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Rotation;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Retrait;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Rotation;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Draguignan;TRSP - ONYX MEDITERRANEE - LA SEYNE SUR MER;Transport;Retrait;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Istres - Martigues;TRSP - NICOLLIN - BERRE;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Istres - Martigues;TRSP - NICOLLIN - BERRE;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Istres - Martigues;TRSP - NICOLLIN - BERRE;Transport;Passage à vide;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Aix-en-Provence;TRSP - NICOLLIN - BERRE;Transport;Rotation;Camion grappin;190 €;Collecte;01/01/2018;01/01/2018;
;Aix-en-Provence;TRSP - NICOLLIN - BERRE;Transport;Retrait;Camion grappin;190 €;Collecte;01/01/2018;01/01/2018;
;Aix-en-Provence;TRSP - NICOLLIN - BERRE;Transport;Passage à vide;Camion grappin;190 €;Collecte;01/01/2018;01/01/2018;
;Vierzon;TRSP - MEMPONTEL;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Vierzon;TRSP - MEMPONTEL;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Issoudun;TRSP - MEMPONTEL;Transport;Intervention samedi-Benne;Tous;190 €;Collecte;01/01/2018;01/01/2018;
;Vannes;TRSP - GRANDJOUAN SACO - LORIENT;Transport;Rotation;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Vannes;TRSP - GRANDJOUAN SACO - LORIENT;Transport;Retrait;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Vannes;TRSP - GRANDJOUAN SACO - LORIENT;Transport;Rotation;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Vannes;TRSP - GRANDJOUAN SACO - LORIENT;Transport;Retrait;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Vannes;TRSP - GRANDJOUAN SACO - LORIENT;Transport;Rotation;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Vannes;TRSP - GRANDJOUAN SACO - LORIENT;Transport;Retrait;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Segré;TRSP - FERS - TIERCE;Transport;Rotation;Semi Tautliner;190 €;Collecte;01/01/2018;01/01/2018;
;Segré;TRSP - FERS - TIERCE;Transport;Retrait;Semi Tautliner;190 €;Collecte;01/01/2018;01/01/2018;
;Segré;TRSP - FERS - TIERCE;Transport;Rotation;FMA;190 €;Collecte;01/01/2018;01/01/2018;
;Segré;TRSP - FERS - TIERCE;Transport;Retrait;FMA;190 €;Collecte;01/01/2018;01/01/2018;
;Segré;TRSP - FERS - TIERCE;Transport;Rotation;Benne céréalière;190 €;Collecte;01/01/2018;01/01/2018;
;Segré;TRSP - FERS - TIERCE;Transport;Retrait;Benne céréalière;190 €;Collecte;01/01/2018;01/01/2018;
;Lozère;TRSP - ENVIRONNEMENT MASSIF CENTRAL;Transport;Passage à vide;Camion hayon 50m3;190 €;Collecte;01/01/2018;01/01/2018;
;Sarreguemines;TRSP - CITRAVAL - ROMBAS;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Sarreguemines;TRSP - CITRAVAL - ROMBAS;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Malo;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Rotation;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Saint-Malo;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Retrait;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;Semi Tautliner;190 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;FMA;190 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;Benne céréalière;190 €;Collecte;01/01/2018;01/01/2018;
;Avranches;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Rotation;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Avranches;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Retrait;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Les Herbiers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - LES HERBIERS;Transport;Rotation;Semi Tautliner;190 €;Collecte;01/01/2018;01/01/2018;
;Les Herbiers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - LES HERBIERS;Transport;Retrait;Semi Tautliner;190 €;Collecte;01/01/2018;01/01/2018;
;Les Herbiers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - LES HERBIERS;Transport;Rotation;FMA;190 €;Collecte;01/01/2018;01/01/2018;
;Les Herbiers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - LES HERBIERS;Transport;Retrait;FMA;190 €;Collecte;01/01/2018;01/01/2018;
;Les Herbiers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - LES HERBIERS;Transport;Rotation;Benne céréalière;190 €;Collecte;01/01/2018;01/01/2018;
;Les Herbiers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - LES HERBIERS;Transport;Retrait;Benne céréalière;190 €;Collecte;01/01/2018;01/01/2018;
;Cholet;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - CHOLET;Transport;Rotation;Semi Tautliner;190 €;Collecte;01/01/2018;01/01/2018;
;Cholet;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - CHOLET;Transport;Retrait;Semi Tautliner;190 €;Collecte;01/01/2018;01/01/2018;
;Cholet;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - CHOLET;Transport;Rotation;FMA;190 €;Collecte;01/01/2018;01/01/2018;
;Cholet;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - CHOLET;Transport;Retrait;FMA;190 €;Collecte;01/01/2018;01/01/2018;
;Cholet;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - CHOLET;Transport;Rotation;Benne céréalière;190 €;Collecte;01/01/2018;01/01/2018;
;Cholet;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - CHOLET;Transport;Retrait;Benne céréalière;190 €;Collecte;01/01/2018;01/01/2018;
;Angers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - ANGERS;Transport;Rotation;Semi Tautliner;190 €;Collecte;01/01/2018;01/01/2018;
;Angers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - ANGERS;Transport;Retrait;Semi Tautliner;190 €;Collecte;01/01/2018;01/01/2018;
;Angers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - ANGERS;Transport;Rotation;FMA;190 €;Collecte;01/01/2018;01/01/2018;
;Angers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - ANGERS;Transport;Retrait;FMA;190 €;Collecte;01/01/2018;01/01/2018;
;Angers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - ANGERS;Transport;Rotation;Benne céréalière;190 €;Collecte;01/01/2018;01/01/2018;
;Angers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - ANGERS;Transport;Retrait;Benne céréalière;190 €;Collecte;01/01/2018;01/01/2018;
;Charolais;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Intervention nuit-Benne;Tous;190 €;Collecte;01/01/2018;01/01/2018;
;Charolais;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Charolais;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Charolais;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Charolais;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Charolais;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Charolais;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Charolais;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Charolais;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Châteaubriant;TRSP - BARBAZANGES TRI OUEST;Transport;Intervention samedi-Camion Hayon;Tous;190 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Rotation;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Retrait;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Rotation;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Retrait;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Rotation;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Retrait;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Rotation;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Retrait;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Intervention samedi-Benne;Tous;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Rotation;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Retrait;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Rotation;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Retrait;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Rotation;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Retrait;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Rotation;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Retrait;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Rotation;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Bayeux;TRSP - VEOLIA - GIBERVILLE;Transport;Retrait;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Depose;Benne 35m3;190 €;Collecte;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Depose;Benne 30m3 UO;190 €;Collecte;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Depose;Benne 30m3 fermée;190 €;Collecte;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Depose;Benne 30m3;190 €;Collecte;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Depose;Benne 20m3;190 €;Collecte;01/01/2018;01/01/2018;
;Martinique;TRSP - EVEA - METAL DOM;Transport;Rotation;Benne 30m3;109.63 €;Collecte;01/01/2018;01/01/2018;
;Martinique;TRSP - EVEA - METAL DOM;Transport;Retrait;Benne 30m3;109.63 €;Collecte;01/01/2018;01/01/2018;
;Martinique;TRSP - EVEA - METAL DOM;Transport;Passage à vide;Benne 30m3;54.81 €;Collecte;01/01/2018;01/01/2018;
;Segré;TRSP - FERS - TIERCE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Saint-Malo;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Saint-Malo;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Saint-Malo;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Rennes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Rennes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Rennes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Fougères;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Fougères;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Fougères;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Avranches;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Avranches;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Avranches;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Saint-Nazaire;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT NAZAIRE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Saint-Nazaire;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT NAZAIRE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Saint-Nazaire;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT NAZAIRE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Pauillac;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Libourne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Libourne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Libourne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;La Teste-de-Buch;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;La Teste-de-Buch;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;La Teste-de-Buch;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Bordeaux;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Bordeaux;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Bordeaux;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Nantes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - REZE;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Nantes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - REZE;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Nantes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - REZE;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Saumur;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - MONTILLIERS;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Saumur;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - MONTILLIERS;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Saumur;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - MONTILLIERS;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Les Herbiers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - LES HERBIERS;Transport;Personnel supplémentaire;Camion hayon 30m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Les Herbiers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - LES HERBIERS;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Cholet;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - CHOLET;Transport;Passage à vide;Camion hayon 50m3;20 €;Collecte;01/01/2018;01/01/2018;
;Cholet;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - CHOLET;Transport;Passage à vide;Camion hayon 30m3;20 €;Collecte;01/01/2018;01/01/2018;
;Cholet;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - CHOLET;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
;Les Sables-d'Olonne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - BELLEVIGNY;Transport;Personnel supplémentaire;Camion hayon 50m3;20 €;Pas de variation;01/01/2018;01/01/2018;
;Les Sables-d'Olonne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - BELLEVIGNY;Transport;Personnel supplémentaire;Benne à Encombrants;20 €;Pas de variation;01/01/2018;01/01/2018;
